host,serial,dataset_name,model_name,freeze_backbone,classifier,adapter,prompt,opt,weight_decay,lr,base_lr,seed,epochs,image_size,batch_size,num_images_train,num_images_val,n_cluster_ratio,extractor_layer,model_name_extractor,img_per_class,val_acc_level1,val_acc_level2,val_acc_level3,val_loss,ap_w,train_acc_level1,train_acc_level2,train_acc_level3,train_loss,time_total,max_memory,flops,no_params,no_params_trainable,throughput
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,200,5794,,,,1.0,24.0594,60.5281,85.7266,6.3937,27.823100147311205,100.0,100.0,100.0,0.0033,28.8246,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,200,5794,,,,1.0,11.719,49.1025,79.8585,8.5812,15.877765731426877,100.0,100.0,100.0,0.0003,28.9867,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,200,5794,,,,1.0,7.1108,40.2313,75.4229,12.8136,11.28008414078997,100.0,100.0,100.0,0.0006,28.9245,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,200,5794,,,,1.0,23.1619,67.0003,90.5247,6.2678,27.27323554721494,100.0,100.0,100.0,0.38,28.6482,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,200,5794,,,,1.0,26.3548,67.3455,89.7653,5.7572,30.224969654539827,100.0,100.0,100.0,0.0115,28.3354,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,200,5794,,,,1.0,24.3528,65.1709,89.6962,5.7925,28.340877158011928,100.0,100.0,100.0,0.0019,28.6192,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,200,5794,,,,1.0,14.8947,52.6061,82.4128,8.3743,19.01554303383296,100.0,100.0,100.0,0.0004,28.296,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,200,5794,,,,1.0,24.3528,65.0501,90.5419,6.5581,28.392492800549704,100.0,100.0,99.5,0.3401,28.8053,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,200,5794,,,,1.0,24.9051,64.0835,89.5927,6.4444,28.853144178614436,100.0,100.0,99.5,0.2005,28.8257,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,200,5794,,,,1.0,26.7,62.7891,85.1398,6.4159,30.266780755873405,100.0,100.0,100.0,0.0178,28.8255,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,200,5794,,,,1.0,25.164,61.9779,86.5723,6.3045,28.911890396573433,100.0,100.0,100.0,0.003,29.1076,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,200,5794,,,,1.0,10.9078,47.4111,79.5133,8.9888,15.095023020414512,100.0,100.0,100.0,0.0003,28.7773,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,200,5794,,,,1.0,8.4743,39.6617,75.164,13.0942,12.544545839066153,100.0,100.0,100.0,0.0004,29.0454,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,200,5794,,,,1.0,23.7142,66.4826,91.0252,6.3922,27.822370883915855,100.0,100.0,100.0,0.4494,28.4223,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,200,5794,,,,1.0,27.9945,66.1201,90.1968,5.8258,31.790860222895304,100.0,100.0,100.0,0.0131,28.6099,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,200,5794,,,,1.0,25.5782,65.0846,89.9896,5.8058,29.509400205166106,100.0,100.0,100.0,0.0019,28.5762,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,200,5794,,,,1.0,13.9109,50.6041,81.9468,8.5669,18.06336812730022,100.0,100.0,100.0,0.0004,28.5798,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,200,5794,,,,1.0,20.1415,62.3576,88.7815,6.7429,24.33081980549735,100.0,100.0,99.0,0.4651,29.0007,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,600,5794,,,,3.0,53.9351,79.8412,93.2171,3.8884,56.33259920818202,100.0,100.0,99.8333,0.0676,39.9646,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,200,5794,,,,1.0,22.2817,62.8409,89.1957,6.5286,26.365626737064893,100.0,100.0,99.5,0.2794,28.8978,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,600,5794,,,,3.0,54.9534,80.3417,93.3379,3.7264,57.29611821197581,100.0,100.0,99.8333,0.0261,40.152,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,200,5794,,,,1.0,25.1122,62.7028,86.2616,6.2897,28.844311988604048,100.0,100.0,100.0,0.0181,28.9732,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,600,5794,,,,3.0,55.1087,79.5996,92.8547,3.6781,57.4124762381677,100.0,100.0,100.0,0.0009,39.8479,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,200,5794,,,,1.0,24.5944,61.8916,87.1074,6.3063,28.409752034239727,100.0,100.0,100.0,0.0041,29.0224,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,600,5794,,,,3.0,52.8823,78.5123,92.1816,3.9491,55.28083933355049,100.0,100.0,100.0,0.0003,40.4965,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,200,5794,,,,1.0,11.9606,48.0842,80.8595,8.5752,16.165743743325216,100.0,100.0,100.0,0.0003,28.6548,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,600,5794,,,,3.0,32.9134,69.0542,87.0728,6.3319,36.21886653021338,100.0,100.0,100.0,0.0013,39.6602,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,200,5794,,,,1.0,8.2499,42.8029,76.4066,11.697,12.409713140191975,100.0,100.0,100.0,0.001,28.7405,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,600,5794,,,,3.0,21.4187,54.8498,81.0494,10.1373,25.05813849846287,100.0,100.0,100.0,0.0006,40.3282,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,200,5794,,,,1.0,16.5516,58.388,86.0718,6.7119,20.79462160143001,100.0,100.0,100.0,0.473,28.6414,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,600,5794,,,,3.0,52.1229,79.7377,93.8039,3.6381,54.66679955466315,100.0,100.0,100.0,0.0809,39.5837,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,200,5794,,,,1.0,21.2634,62.7201,88.2982,6.0986,25.35470561257315,100.0,100.0,100.0,0.0108,28.5917,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,600,5794,,,,3.0,55.4884,81.4636,94.2527,3.1895,57.85432882648555,100.0,100.0,100.0,0.0036,39.4625,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,200,5794,,,,1.0,20.9009,62.3404,88.5226,6.1881,25.028076640721096,100.0,100.0,100.0,0.0019,28.7054,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,600,5794,,,,3.0,54.2285,80.359,93.079,3.4203,56.59967166941356,100.0,100.0,100.0,0.0009,39.1911,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,200,5794,,,,1.0,14.8947,52.9858,83.2585,8.2806,19.06715867637073,100.0,100.0,100.0,0.0003,28.5081,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.gluon_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,600,5794,,,,3.0,37.4698,70.5903,88.5226,6.67,40.58569574158795,100.0,100.0,100.0,0.0016,39.5464,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_mocov3,False,,,,adamw,0.05,5e-06,,0,200,448,8,200,5794,,,,1.0,13.5658,53.6417,83.9489,7.528,17.86144319605355,100.0,100.0,100.0,0.7587,28.7427,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_mocov3,False,,,,adamw,0.05,1e-05,,0,200,448,8,200,5794,,,,1.0,14.7739,54.7118,85.4677,7.2829,19.088550402634425,100.0,100.0,100.0,0.4042,28.7647,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_mocov3,False,,,,adamw,0.05,5e-05,,0,200,448,8,200,5794,,,,1.0,18.0532,55.2468,86.9693,6.7663,22.259306616363695,100.0,100.0,100.0,0.0221,28.7666,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_mocov3,False,,,,adamw,0.05,0.0001,,0,200,448,8,200,5794,,,,1.0,18.2603,54.729,86.3479,6.7556,22.415855158566167,100.0,100.0,100.0,0.0057,28.7209,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_mocov3,False,,,,adamw,0.05,0.0005,,0,200,448,8,200,5794,,,,1.0,15.5506,52.9513,85.2088,7.1795,19.80201309108824,100.0,100.0,100.0,0.0004,28.7469,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_mocov3,False,,,,adamw,0.05,0.001,,0,200,448,8,200,5794,,,,1.0,11.3911,47.4111,81.7397,8.8001,15.684672990190595,100.0,100.0,100.0,0.0003,28.892,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_mocov3,False,,,,sgd,0.0,0.003,,0,200,448,8,200,5794,,,,1.0,12.2541,49.2751,83.9317,7.2488,16.6287449701083,100.0,100.0,100.0,0.2703,28.507,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_mocov3,False,,,,sgd,0.0,0.01,,0,200,448,8,200,5794,,,,1.0,15.1018,52.33,85.7266,7.0499,19.412262320905064,100.0,100.0,100.0,0.0087,28.5539,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_mocov3,False,,,,sgd,0.0,0.03,,0,200,448,8,200,5794,,,,1.0,16.379,52.8478,86.1408,7.1599,20.636776590969127,100.0,100.0,100.0,0.0019,28.3933,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_mocov3,False,,,,sgd,0.0,0.1,,0,200,448,8,200,5794,,,,1.0,,,,,,,,,,,,,,,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_mocov3,False,,,,sgd,0.0,0.1,,0,200,448,8,200,5794,,,,1.0,16.5861,54.9189,86.1063,7.6624,20.829140068810055,100.0,100.0,100.0,0.0004,28.1897,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_spark,False,,,,adamw,0.05,5e-06,,0,200,448,8,200,5794,,,,1.0,5.1778,33.5002,73.1964,8.8541,9.32914249968804,100.0,100.0,100.0,0.5503,28.7933,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_spark,False,,,,adamw,0.05,1e-05,,0,200,448,8,200,5794,,,,1.0,5.8336,35.1053,76.1132,8.6442,10.122986220163,100.0,100.0,99.5,0.3123,28.7594,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_spark,False,,,,adamw,0.05,5e-05,,0,200,448,8,200,5794,,,,1.0,8.0083,39.0749,77.6148,8.8264,12.256567827167816,100.0,100.0,100.0,0.0123,28.6203,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_spark,False,,,,adamw,0.05,0.0001,,0,200,448,8,200,5794,,,,1.0,8.1464,39.8171,78.1498,8.9474,12.418869447266964,100.0,100.0,100.0,0.003,28.7968,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_spark,False,,,,adamw,0.05,0.0005,,0,200,448,8,200,5794,,,,1.0,4.3321,29.824,70.7801,14.3479,8.387582427020991,100.0,100.0,100.0,0.0014,28.674,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_spark,False,,,,adamw,0.05,0.001,,0,200,448,8,200,5794,,,,1.0,3.262,24.5944,68.1049,19.326,7.219545555463722,100.0,100.0,100.0,0.0048,28.8241,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.003,,0,200,448,8,200,5794,,,,1.0,2.7097,24.1457,66.7415,9.6934,6.6177411957650865,100.0,95.5,99.5,2.5523,28.4614,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.01,,0,200,448,8,200,5794,,,,1.0,4.0387,28.426,70.0207,9.744,8.065734181871807,100.0,100.0,100.0,0.0871,28.4029,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.03,,0,200,448,8,200,5794,,,,1.0,4.3838,29.0645,71.1253,11.9655,8.457267595910292,100.0,100.0,100.0,0.003,28.5164,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.1,,0,200,448,8,200,5794,,,,1.0,4.125,25.8889,69.1405,20.3142,8.093041044564476,100.0,100.0,100.0,0.001,28.6249,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_supcon,False,,,,adamw,0.05,5e-06,,0,200,448,8,200,5794,,,,1.0,16.1892,57.2489,87.7977,7.0303,20.559636729593997,100.0,100.0,99.5,0.3557,28.7744,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_supcon,False,,,,adamw,0.05,1e-05,,0,200,448,8,200,5794,,,,1.0,16.8968,56.6793,87.2282,6.935,21.18931515684835,100.0,100.0,100.0,0.2108,28.8019,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_supcon,False,,,,adamw,0.05,5e-05,,0,200,448,8,200,5794,,,,1.0,19.5029,54.5047,83.9662,7.086,23.43731008765746,100.0,100.0,100.0,0.0169,28.7413,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_supcon,False,,,,adamw,0.05,0.0001,,0,200,448,8,200,5794,,,,1.0,19.2268,55.7818,83.4311,7.1664,23.145361641717756,100.0,100.0,100.0,0.0035,28.8567,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_supcon,False,,,,adamw,0.05,0.0005,,0,200,448,8,200,5794,,,,1.0,10.321,46.0304,79.6514,9.4308,14.55245105427178,100.0,100.0,100.0,0.0004,28.6675,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_supcon,False,,,,adamw,0.05,0.001,,0,200,448,8,200,5794,,,,1.0,7.2834,38.2637,74.3873,13.7899,11.378939845493395,100.0,100.0,100.0,0.0005,28.7629,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_supcon,False,,,,sgd,0.0,0.003,,0,200,448,8,200,5794,,,,1.0,17.3455,60.7007,88.7988,6.6219,21.70652496268602,100.0,100.0,100.0,0.4463,27.9847,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_supcon,False,,,,sgd,0.0,0.01,,0,200,448,8,200,5794,,,,1.0,20.0035,61.65,88.2982,6.3017,24.171678326778068,100.0,100.0,100.0,0.0124,28.266,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_supcon,False,,,,sgd,0.0,0.03,,0,200,448,8,200,5794,,,,1.0,19.106,60.8043,88.2637,6.3487,23.326867197894533,100.0,100.0,100.0,0.002,28.328,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_supcon,False,,,,sgd,0.0,0.1,,0,200,448,8,200,5794,,,,1.0,11.8226,49.603,82.0331,9.0205,16.107726788761564,100.0,100.0,100.0,0.0002,28.4823,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_swav,False,,,,adamw,0.05,5e-06,,0,200,448,8,200,5794,,,,1.0,9.9586,48.1705,83.086,7.7138,14.421750847971271,100.0,100.0,98.5,1.0108,28.7037,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_swav,False,,,,adamw,0.05,1e-05,,0,200,448,8,200,5794,,,,1.0,10.6662,49.6721,84.5875,7.5073,15.177834930420168,100.0,100.0,99.0,0.5522,28.7957,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_swav,False,,,,adamw,0.05,5e-05,,0,200,448,8,200,5794,,,,1.0,13.3586,51.5706,85.088,7.1336,17.736496067649714,100.0,100.0,100.0,0.0276,28.6122,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_swav,False,,,,adamw,0.05,0.0001,,0,200,448,8,200,5794,,,,1.0,13.9282,52.1229,85.2951,7.1027,18.283929789761466,100.0,100.0,100.0,0.0063,28.5402,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_swav,False,,,,adamw,0.05,0.0005,,0,200,448,8,200,5794,,,,1.0,13.1343,50.1208,83.9662,7.7777,17.457350245761766,100.0,100.0,100.0,0.0005,28.8557,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_swav,False,,,,adamw,0.05,0.001,,0,200,448,8,200,5794,,,,1.0,10.3728,46.5136,80.894,9.7918,14.676912007078716,100.0,100.0,100.0,0.0002,28.6481,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_swav,False,,,,sgd,0.0,0.003,,0,200,448,8,200,5794,,,,1.0,9.6479,46.203,81.688,7.5979,14.0447216725737,100.0,100.0,100.0,0.4717,28.6078,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_swav,False,,,,sgd,0.0,0.01,,0,200,448,8,200,5794,,,,1.0,11.6845,49.3614,83.6555,7.5075,16.077097726156733,100.0,100.0,100.0,0.0109,28.505,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_swav,False,,,,sgd,0.0,0.03,,0,200,448,8,200,5794,,,,1.0,12.582,50.6041,85.2434,7.6246,17.01671309643617,100.0,100.0,100.0,0.0022,28.4356,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in1k_swav,False,,,,sgd,0.0,0.1,,0,200,448,8,200,5794,,,,1.0,13.6521,52.4508,84.9672,8.5209,18.004621909341214,100.0,100.0,100.0,0.0004,28.6483,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in21k_miil,False,,,,adamw,0.05,5e-06,,0,200,448,8,200,5794,,,,1.0,31.6707,77.3731,93.01,5.6964,35.41440797587273,100.0,100.0,99.0,1.1214,28.8373,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in21k_miil,False,,,,adamw,0.05,1e-05,,0,200,448,8,200,5794,,,,1.0,33.8108,78.098,93.5623,5.3984,37.45764195111991,100.0,100.0,99.5,0.6142,28.721,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in21k_miil,False,,,,adamw,0.05,5e-05,,0,200,448,8,200,5794,,,,1.0,38.2465,78.3914,93.545,4.6619,41.621492850787845,100.0,100.0,100.0,0.0251,28.8559,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in21k_miil,False,,,,adamw,0.05,0.0001,,0,200,448,8,200,5794,,,,1.0,38.1947,77.2523,93.5105,4.5747,41.57076853017773,100.0,100.0,100.0,0.0058,28.8747,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in21k_miil,False,,,,adamw,0.05,0.0005,,0,200,448,8,200,5794,,,,1.0,27.6148,67.4146,90.3866,5.7156,31.44591863689327,100.0,100.0,100.0,0.0005,28.5187,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in21k_miil,False,,,,adamw,0.05,0.0005,,0,200,448,8,600,5794,,,,3.0,55.1605,80.7042,92.4232,3.8062,57.434759286359046,100.0,100.0,100.0,0.0012,42.6269,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in21k_miil,False,,,,adamw,0.05,0.001,,0,200,448,8,200,5794,,,,1.0,17.9151,56.8519,83.9317,7.5717,21.944264829571143,100.0,100.0,100.0,0.0003,28.8075,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in21k_miil,False,,,,adamw,0.05,0.001,,0,200,448,8,600,5794,,,,3.0,44.874,75.0949,90.4039,5.1472,47.65282524742286,100.0,100.0,100.0,0.0001,40.3971,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in21k_miil,False,,,,sgd,0.0,0.003,,0,200,448,8,200,5794,,,,1.0,24.8188,68.5537,88.9368,5.7839,28.73208645498581,100.0,100.0,100.0,0.4461,28.7388,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in21k_miil,False,,,,sgd,0.0,0.003,,0,200,448,8,600,5794,,,,3.0,63.9282,89.8516,96.1167,2.3056,65.89275614566469,100.0,99.8333,99.6667,0.0838,39.702,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in21k_miil,False,,,,sgd,0.0,0.01,,0,200,448,8,200,5794,,,,1.0,30.5488,73.2482,91.4912,5.0282,34.268330035442204,100.0,100.0,100.0,0.0105,28.5233,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in21k_miil,False,,,,sgd,0.0,0.01,,0,200,448,8,600,5794,,,,3.0,66.3445,90.1277,96.8761,1.9751,68.20792433811243,100.0,100.0,100.0,0.0047,39.2258,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in21k_miil,False,,,,sgd,0.0,0.03,,0,200,448,8,200,5794,,,,1.0,32.1022,74.8533,92.4405,4.8046,35.78479275144596,100.0,100.0,100.0,0.0021,28.4764,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in21k_miil,False,,,,sgd,0.0,0.03,,0,200,448,8,600,5794,,,,3.0,66.7932,89.9724,96.807,1.9946,68.62506300025444,100.0,100.0,100.0,0.0017,39.1264,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in21k_miil,False,,,,sgd,0.0,0.1,,0,200,448,8,200,5794,,,,1.0,28.9092,70.5385,91.2323,5.5659,32.712973271686266,100.0,100.0,100.0,0.0004,28.2785,4.3984,16.3943,24.8019,24.8019,
camel.ee.nctu.edu.tw,103,cub,hiresnet50.in21k_miil,False,,,,sgd,0.0,0.1,,0,200,448,8,600,5794,,,,3.0,58.0601,84.4494,94.943,3.5065,60.311136176164105,100.0,99.8333,99.8333,0.0033,39.1476,4.3984,16.3943,24.8019,24.8019,
