serial,setting,dataset_name,method,acc_mean,acc_std,acc_max,lr_acc_max,acc_min,ada_ratio,cva,acc_mean_std_latex,acc_mean_std
24,fz_448,cars,hiresnet50.in21k_miil_fz,73.2171,1.041,74.49237293019615,0.01,70.85206608812761,1.4217704675648448,-3.108718220178614,73.2171\pm{1.041},73.2171+-1.041
24,fz_448,cars,hiresnet50.a1_in1k_fz,68.6,0.7414,69.6365880957653,0.01,67.09206778673929,1.0807951634859592,-2.213467452317972,68.6\pm{0.7414},68.6+-0.7414
24,fz_448,cars,hiresnet50.tv2_in1k_fz,67.2172,0.8922,68.47073383058168,0.01,65.81016194442506,1.3272821125476486,-2.6632133130950586,67.2172\pm{0.8922},67.2172+-0.8922
24,fz_448,cars,hiresnet50.fb_swsl_ig1b_ft_in1k_fz,78.3278,1.1713,80.04379991567606,0.01,76.0144503322909,1.4953256360022622,-3.498812752942991,78.3278\pm{1.1713},78.3278+-1.1713
24,fz_448,cars,hiresnet50.fb_ssl_yfcc100m_ft_in1k_fz,75.8684,1.3204,77.80848759861804,0.01,73.40562543792333,1.7403662783000782,-3.943759855305644,75.8684\pm{1.3204},75.8684+-1.3204
24,fz_448,cars,hiresnet50.in1k_supcon_fz,76.7832,1.1322,78.4445570111714,0.01,74.72544671970785,1.4746037222690256,-3.3819998642004627,76.7832\pm{1.1322},76.7832+-1.1322
24,fz_448,cars,hiresnet50.in1k_swav_fz,73.8474,1.284,75.66119976583424,0.01,71.2130817365878,1.7386642154863703,-3.834487254676313,73.8474\pm{1.284},73.8474+-1.284
24,fz_448,cars,hiresnet50.in1k_mocov3_fz,79.0333,1.012,80.41925376348651,0.01,77.33075306129258,1.2804228762446355,-3.0230781350621023,79.0333\pm{1.012},79.0333+-1.012
24,fz_448,cars,hiresnet50.in1k_spark_fz,47.806,1.9035,50.29934997770573,0.0001,44.43246653583312,3.9816261040629604,-5.670553755453433,47.806\pm{1.9035},47.806+-1.9035
24,fz_448,cars,hivit_base_patch16_224.orig_in21k_fz,52.6496,0.6531,53.98497335302915,0.01,51.425711521137096,1.240386298080748,-1.946771322433279,52.6496\pm{0.6531},52.6496+-0.6531
24,fz_448,cars,hideit_base_patch16_224.fb_in1k_fz,68.8456,0.7498,69.91564573026653,0.01,67.4239643776863,1.0891253515102026,-2.2385539649924313,68.8456\pm{0.7498},68.8456+-0.7498
24,fz_448,cars,hivit_base_patch16_224_miil.in21k_fz,24.6091,0.5286,25.260054416238727,0.0001,23.74064626108268,2.148092184399834,-1.5643950575064953,24.6091\pm{0.5286},24.6091+-0.5286
24,fz_448,cars,hideit3_base_patch16_224.fb_in1k_fz,73.4236,0.8628,74.50395988849827,0.01,71.65902796946139,1.1750667343314896,-2.576578670342485,73.4236\pm{0.8628},73.4236+-0.8628
24,fz_448,cars,hideit3_base_patch16_224.fb_in22k_ft_in1k_fz,74.4804,0.5871,75.24018672595629,0.01,73.56171571913455,0.7882592778976629,-1.753413199439246,74.4804\pm{0.5871},74.4804+-0.5871
24,fz_448,cars,hivit_base_patch16_224.in1k_mocov3_fz,73.1311,1.3109,75.03993254085009,0.01,70.30687240089662,1.7925743695619432,-3.914859681522104,73.1311\pm{1.3109},73.1311+-1.3109
24,fz_448,cars,hivit_base_patch16_224.dino_fz,78.4195,1.1038,79.41179503823393,0.01,75.75231814996921,1.4075424377250305,-3.297288931227279,78.4195\pm{1.1038},78.4195+-1.1038
24,fz_448,cars,hivit_base_patch16_clip_224.laion2b_fz,92.8636,0.2008,93.16872977211304,0.005,92.46028736869884,0.21625214351272382,-0.6002960451266958,92.8636\pm{0.2008},92.8636+-0.2008
24,fz_448,cars,hivit_base_patch16_siglip_224.v2_webli_fz,36.6274,0.7265,38.18030156423937,1e-05,35.8763168032128,1.9835745464997674,-2.159757103255009,36.6274\pm{0.7265},36.6274+-0.7265
24,fz_448,cars,hivit_base_patch16_224.mae_fz,42.5949,2.232,45.10475277616848,5e-05,37.64287295901189,5.240072858924728,-6.6436100689449455,42.5949\pm{2.232},42.5949+-2.232
24,fz_448,cub,hiresnet50.tv_in1k_fz,63.9658,1.9849,66.33655343637015,1e-05,61.06122409291788,3.103014694609301,-5.923575804724734,63.9658\pm{1.9849},63.9658+-1.9849
24,fz_448,cub,hiresnet50.gluon_in1k_fz,64.6976,0.9969,65.49822464877865,1e-05,62.53190527354669,1.540928714322075,-2.975421969450683,64.6976\pm{0.9969},64.6976+-0.9969
24,fz_448,cub,hiresnet50.in21k_miil_fz,77.7872,0.7249,78.76530845410745,1e-05,76.507427952828,0.9319425321667539,-2.1654764692122033,77.7872\pm{0.7249},77.7872+-0.7249
24,fz_448,cub,hiresnet50.a1_in1k_fz,63.1594,0.7466,64.15524559160278,1e-05,61.61319545393405,1.182074672973381,-2.2279514845177126,63.1594\pm{0.7466},63.1594+-0.7466
24,fz_448,cub,hiresnet50.tv2_in1k_fz,60.9281,0.8414,62.09450929486712,1e-05,59.46745945700668,1.380905924800973,-2.510270886469509,60.9281\pm{0.8414},60.9281+-0.8414
24,fz_448,cub,hiresnet50.fb_swsl_ig1b_ft_in1k_fz,77.3431,0.8602,78.11731741270312,0.0005,75.62728806390294,1.1121977574956428,-2.5695026597409716,77.3431\pm{0.8602},77.3431+-0.8602
24,fz_448,cub,hiresnet50.fb_ssl_yfcc100m_ft_in1k_fz,76.2411,1.3117,77.46697652258044,0.0001,73.55269576265555,1.7205275967640252,-3.9180405973994805,76.2411\pm{1.3117},76.2411+-1.3117
24,fz_448,cub,hiresnet50.in1k_supcon_fz,63.5328,1.1236,65.52164210669609,1e-05,61.39482158165886,1.768460701839225,-3.3529750781706964,63.5328\pm{1.1236},63.5328+-1.1236
